"","athlete.sex","distance","elapsed_time","average_speed","type","average_heartrate","athlete.country","meters_per_sec","iso3c"
"1517","M",14005.2,2067,7.006,"Ride",162.5,"Australia",6.7756168359942,"AUS"
"1518","M",4503.5,1549,2.93,"Run",136,"United States",2.90735958683021,"USA"
"1519","M",454.8,177,2.569,"Run",148.4,"Brasil",2.56949152542373,NA
"1520","F",22568.6,7356,4.43,"Ride",113.2,"Czech Republic",3.06805328983143,"CZE"
"1521","F",36255.3,7375,4.996,"Ride",129.3,"United Kingdom",4.91597288135593,"GBR"
"1522","M",71738.4,10438,7.651,"Ride",130.4,"Deutschland",6.87281088331098,NA
"1523","F",48215.5,9870,7.28,"Ride",151.9,"Luxemburg",4.88505572441743,"LUX"
"1524","F",26276.5,4482,6.582,"Ride",145.4,"United Kingdom",5.86267291387773,"GBR"
"1525","F",75689.6,20651,5.419,"Ride",151.8,"United States",3.66517844172195,"USA"
"1526","M",31809.1,10517,3.926,"Ride",136.2,"Italy",3.0245412189788,"ITA"
"1527","M",45559.1,6831,7.38,"Ride",141.6,"Australia",6.66946274337579,"AUS"
"1528","M",47719.3,19842,3.343,"Ride",140.5,"United Kingdom",2.4049642173168,"GBR"
"1529","M",51454.4,9538,6.124,"Ride",138.5,"Denmark",5.39467393583561,"DNK"
"1530","M",90936.5,13264,7.679,"Ride",122.7,"United States",6.85588811821472,"USA"
"1531","F",25715.3,3595,7.153,"Ride",137.7,"New Zealand",7.15307371349096,"NZL"
"1532","M",4828.4,1748,2.762,"Run",125.5,"United States",2.76224256292906,"USA"
"1533","M",21570.4,7840,2.76,"Run",151.7,"United States",2.75132653061224,"USA"
"1534","M",8133.9,2358,3.47,"Run",146.1,"United States",3.44949109414758,"USA"
"1535","F",12567.8,1505,8.351,"Ride",127.9,"United Kingdom",8.3506976744186,"GBR"
"1536","M",40364,4991,8.144,"Ride",151.4,"United Kingdom",8.08735724303747,"GBR"
"1537","F",1524.3,808,1.887,"Workout",94.9,"Netherlands",1.8865099009901,"NLD"
"1538","M",8192,2872,2.857,"Run",142,"Norway",2.85236768802228,"NOR"
"1539","M",101582,18204,6.819,"Ride",122.1,"Germany",5.58020215337288,"DEU"
"1540","M",72560.5,8829,8.564,"Ride",126.3,"United States",8.21842790803036,"USA"
"1541","F",50,774,0.065,"WeightTraining",147.5,"United States",0.0645994832041344,"USA"
"1542","F",9359.3,4006,2.457,"Run",158.9,"United States",2.33632051922117,"USA"
"1543","M",55715.2,8945,7.139,"Ride",153,"United Kingdom",6.22864169927334,"GBR"
"1544","M",20459.4,4462,4.634,"Ride",154.3,"United Kingdom",4.58525324966383,"GBR"
"1545","M",20273.1,2867,7.136,"Ride",145.2,"United Kingdom",7.07118939658179,"GBR"
"1546","F",11274.6,3627,3.109,"Run",146.2,"United States",3.1085194375517,"USA"
"1547","M",32941.8,5385,6.18,"Ride",146,"United Kingdom",6.11732590529248,"GBR"
"1548","M",16889.1,4001,4.685,"Ride",96.7,"Puerto Rico",4.22121969507623,"PRI"
"1549","F",22389.4,4581,6.087,"Ride",155.2,"United Kingdom",4.88744815542458,"GBR"
"1550","M",9767.6,3262,3.104,"Run",143.8,"United Kingdom",2.99435928877989,"GBR"
"1551","M",37470.8,4500,8.327,"Ride",136.9,"United Kingdom",8.32684444444445,"GBR"
"1552","M",6056.4,2884,2.1,"Run",147.7,"Canada",2.1,"CAN"
"1553","M",55565.8,5539,10.29,"Ride",151.9,"United States",10.0317385809713,"USA"
"1554","M",36029.5,3909,9.217,"Ride",153.2,"Italy",9.21706318751599,"ITA"
"1555","M",40861.8,5208,7.846,"Ride",146.5,"Australia",7.84596774193548,"AUS"
"1556","F",25682.2,4160,6.409,"Ride",130.1,"Venezuela",6.17360576923077,"VEN"
"1557","M",81142.2,14217,6.035,"Ride",102.2,"Australia",5.70740662587044,"AUS"
"1558","F",58942,8943,6.713,"Ride",139.1,"United States",6.59085318125909,"USA"
"1559","M",145114,24350,7.079,"Ride",125.9,"Italia",5.95950718685832,NA
"1560","M",67671.7,10528,6.663,"Ride",133.9,"Ireland",6.42778305471125,"IRL"
"1561","M",19397.4,2958,6.558,"Ride",154.8,"United States",6.55760649087221,"USA"
"1562","F",1047.6,347,3.019,"Run",162.6,"Australia",3.01902017291066,"AUS"
"1563","F",7454.5,2710,2.775,"Run",130.9,"United States",2.75073800738007,"USA"
"1564","M",16763.2,5185,4.069,"Ride",91.7,"The Netherlands",3.23301832208293,"NLD"
"1565","F",3105.8,4542,1.208,"Run",103.2,"France",0.683795684720388,"FRA"
"1566","M",7531.3,3393,2.353,"Run",153.5,"Norway",2.21965811965812,"NOR"
"1567","M",10675.1,4338,2.571,"Run",148.1,"Spain",2.46083448593822,"ESP"
"1568","M",1904.8,3609,1.871,"Ride",102.5,"Italia",0.527791632031034,NA
"1569","M",95016.1,20809,5.993,"Ride",136.7,"Schweiz",4.56610601182181,NA
"1570","M",58243.5,7967,7.311,"Ride",141.9,"Italia",7.31059369900841,NA
"1571","",9119.5,3261,2.871,"Run",152.2,"France",2.79653480527446,"FRA"
"1572","M",11215.3,5968,1.922,"Run",139.8,"United States",1.87923927613941,"USA"
"1573","M",33040.2,5591,6.821,"Ride",140,"Australia",5.9095331783223,"AUS"
"1574","M",58049.4,7556,7.99,"Ride",155.1,"United States",7.68255690841715,"USA"
"1575","M",47307.7,14028,4.004,"Ride",148.2,"Canada",3.37237667522099,"CAN"
"1576","M",57624.9,9453,7.072,"Ride",127.5,"United States",6.0959377975246,"USA"
"1577","M",61077,8929,7.518,"Ride",142.7,"Italia",6.84029566580804,NA
"1578","M",28293.6,7554,3.969,"Ride",94.9,"United States",3.74551231135822,"USA"
"1579","F",9761.6,3812,2.561,"Run",162.8,"United Kingdom",2.5607555089192,"GBR"
"1580","M",70573.1,9571,8.046,"Ride",132.5,"France",7.37363911816947,"FRA"
"1581","M",23189.3,5659,4.098,"VirtualRide",121.4,"Netherlands",4.09777345820816,"NLD"
"1582","F",8149.7,2767,2.966,"Run",137.8,"United States",2.94531984098301,"USA"
"1583","F",4496.3,2532,1.788,"Run",118.4,"United States",1.77578988941548,"USA"
"1584","F",67249.1,9532,7.803,"Ride",145.6,"Australia",7.05508812421318,"AUS"
"1585","M",22982.7,2970,8.138,"Ride",148.1,"Germany",7.73828282828283,"DEU"
"1586","M",5025.6,1375,3.666,"Run",154,"United Kingdom",3.65498181818182,"GBR"
"1587","M",27533.5,3477,8.081,"Ride",156.7,"United Kingdom",7.9187517975266,"GBR"
"1588","F",53784.4,9802,6.275,"Ride",162.4,"Australia",5.48708426851663,"AUS"
"1589","F",7657.7,3548,2.33,"Run",141.6,"El Salvador",2.15831454340473,"SLV"
"1590","M",35336.5,4225,8.364,"Ride",150.4,"United States",8.36366863905326,"USA"
"1591","M",48409.6,6365,7.66,"Ride",140.8,"United States",7.6055930871956,"USA"
"1592","M",30011.3,3877,7.925,"Ride",138.3,"United States",7.74085633221563,"USA"
"1593","F",5610.1,1807,3.105,"Run",180.9,"Croatia",3.10464858882125,"HRV"
"1594","F",8087.4,4323,2.643,"Run",155.1,"United States",1.87078417765441,"USA"
"1595","M",11425,5714,2.235,"Run",152,"France",1.99947497374869,"FRA"
"1596","M",78576.4,13784,6.705,"Ride",124.8,"United States",5.70055136390017,"USA"
"1597","M",7119.3,2101,3.389,"Run",167.8,"Germany",3.38852927177535,"DEU"
"1598","M",6288.7,2715,2.34,"Run",138.3,"France",2.31627992633517,"FRA"
"1599","M",8110.9,4262,2.267,"Run",138.9,"Chile",1.9030736743313,"CHL"
"1600","F",18648.6,2603,7.436,"Ride",154.4,"Thailand",7.16427199385325,"THA"
"1601","M",50588.7,7605,6.77,"Ride",158.9,"Denmark",6.6520315581854,"DNK"
"1602","M",8364,3644,2.373,"Run",132.2,"Germany",2.29527991218441,"DEU"
"1603","M",11761,6060,2.447,"Ride",153.4,"United States",1.94075907590759,"USA"
"1604","M",24958.4,3542,7.115,"Ride",109.9,"United States",7.04641445511011,"USA"
"1605","F",23205.3,3275,7.286,"Ride",142.4,"United States",7.08558778625954,"USA"
"1606","M",2404.1,786,3.289,"Run",150.6,"España",3.05865139949109,NA
"1607","M",3428.5,708,5.891,"Ride",94.3,"Australia",4.84251412429379,"AUS"
"1608","M",18779,2503,7.703,"Ride",145.8,"United States",7.50259688373951,"USA"
"1609","M",8850.2,2833,3.124,"Run",142.3,"Sverige",3.12396752559125,NA
"1610","M",7339.7,1047,7.01,"Ride",150.4,"Danmark",7.01021967526265,NA
"1611","M",68134.9,6902,9.895,"Ride",138,"United States",9.87176180817154,"USA"
"1612","F",6181.6,3801,2.061,"Run",136.7,"Taiwan",1.62630886608787,"TWN"
"1613","M",20551.9,8867,2.325,"Run",115.2,"South Korea",2.31779632344649,"KOR"
"1614","M",41453,7118,6.229,"Ride",146.4,"Spain",5.82368642877213,"ESP"
"1615","M",1337.3,1999,3.528,"Run",134.4,"Australia",0.668984492246123,"AUS"
"1616","M",32366.8,4941,6.725,"Ride",125.8,"België",6.55065776158672,NA
"1617","M",11621.6,2420,4.832,"Ride",124.5,"Polska",4.80231404958678,NA
"1618","M",73856.3,10790,7.347,"Ride",93.5,"Australia",6.84488415199259,"AUS"
"1619","F",21564.4,3297,6.714,"Ride",131.2,"Danmark",6.5406126781923,NA
"1620","F",75404.4,15810,6.073,"Ride",145.7,"United States",4.76941176470588,"USA"
"1621","F",22191.2,3671,6.384,"Ride",140.3,"United States",6.0450013620267,"USA"
"1622","M",14660.6,16101,7.499,"Ride",131.2,"United Kingdom",0.910539718029936,"GBR"
"1623","M",42556.8,13018,3.269,"Run",152.5,"United Kingdom",3.26907359041327,"GBR"
"1624","F",8088.9,3200,2.803,"Run",159.9,"United States",2.52778125,"USA"
"1625","M",29769.8,4478,6.839,"Ride",157.8,"United Kingdom",6.64801250558285,"GBR"
"1626","M",6997,2337,3.081,"Run",160.7,"Australia",2.99400941377835,"AUS"
"1627","M",94789.1,14509,7.099,"Ride",137,"Spain",6.53312426769591,"ESP"
"1628","M",37391.5,5454,6.964,"Ride",136.5,"Australia",6.85579391272461,"AUS"
"1629","F",5057.5,2308,2.241,"Run",180,"Thailand",2.19129116117851,"THA"
"1630","F",7286,2854,2.75,"Run",168.6,"Israel",2.55290819901892,"ISR"
"1631","M",2448.1,535,4.708,"Ride",129.2,"United Kingdom",4.57588785046729,"GBR"
"1632","M",57939.1,7569,7.655,"Ride",142.1,"Sverige",7.65478927203065,NA
"1633","M",24523.2,3496,7.015,"Ride",118.5,"United Kingdom",7.01464530892448,"GBR"
"1634","M",61.1,84,1.175,"Workout",151.1,"United States",0.727380952380952,"USA"
"1635","M",5641.4,1881,2.999,"Run",132,"United States",2.99914938862307,"USA"
"1636","M",53462,10936,8.13,"Ride",134.3,"United Kingdom",4.88862472567666,"GBR"
"1637","M",9026.2,2751,3.288,"Run",137.4,"España",3.28106143220647,NA
"1638","M",9884.6,5154,3.238,"Run",141.9,"Spain",1.91785021342647,"ESP"
"1639","F",25782.6,4760,5.78,"Ride",154.5,"United States",5.41651260504202,"USA"
"1640","F",19595.2,4835,4.574,"Ride",171.1,"United States",4.05278179937952,"USA"
"1641","M",25690,3600,7.136,"Ride",126.6,"United States",7.13611111111111,"USA"
"1642","M",7358.6,3827,1.923,"Walk",131.7,"Italia",1.92281160177685,NA
"1643","F",10970.4,7520,2.611,"Ride",129.9,"United States",1.45882978723404,"USA"
"1644","M",106291,13626,8.358,"Ride",166.1,"United States",7.80060179069426,"USA"
"1645","M",69276.2,8432,8.216,"Ride",125.7,"Portugal",8.21586812144212,"PRT"
"1646","F",14416.6,2432,5.928,"Ride",141.9,"Sverige",5.92787828947368,NA
"1647","M",61115.9,11543,5.86,"Ride",142.3,"Netherlands",5.29462877934679,"NLD"
"1648","M",11025.2,2911,4.541,"Run",139.5,"Portugal",3.78742700103057,"PRT"
"1649","M",45301.6,5545,8.277,"Ride",117.8,"Spain",8.16981064021641,"ESP"
"1650","M",36791.2,4778,7.744,"Ride",147.9,"The Netherlands",7.70012557555463,"NLD"
"1651","F",39050.2,4425,9.029,"Ride",157.9,"United States",8.82490395480226,"USA"
"1652","F",18783.4,9184,6.228,"Ride",123.9,"United Kingdom",2.04523083623693,"GBR"
"1653","",8609.2,3049,2.841,"Run",140.3,"Portugal",2.82361429977042,"PRT"
"1654","M",28083.1,4325,6.493,"Ride",139.7,"Italia",6.49320231213873,NA
"1655","M",74111.2,9585,8.712,"Ride",136.3,"United States",7.73199791340636,"USA"
"1656","F",4550,1886,2.413,"Run",167.3,"Russia",2.41251325556734,"RUS"
"1657","F",15235.9,2522,6.173,"Ride",125.3,"United States",6.04119746233148,"USA"
"1658","M",28921.6,10797,3.261,"Ride",152.4,"France",2.67867000092618,"FRA"
"1659","F",81142.3,20781,6.284,"Ride",126,"United States",3.90463885279823,"USA"
"1660","F",6500.3,3798,1.745,"Run",128,"Australia",1.71150605581885,"AUS"
"1661","M",10311.4,3803,2.711,"Run",163,"United States",2.71138574809361,"USA"
"1662","F",5094.6,2317,2.268,"Run",150.7,"Canada",2.1987915407855,"CAN"
"1663","F",6430.1,2858,2.439,"Run",133,"United States",2.2498600419874,"USA"
"1664","F",12331.7,7112,1.837,"Run",144.8,"United Kingdom",1.73392857142857,"GBR"
"1665","M",94247.2,3350544,6.783,"Ride",143.6,"United Kingdom",0.0281289247358041,"GBR"
"1666","M",55104.6,10108,6.843,"Ride",120.1,"United States",5.45158290463,"USA"
"1667","F",33025.6,7486,4.622,"Ride",112.3,"Croatia",4.41164841036602,"HRV"
"1668","M",629367,130646,5.848,"Ride",116.4,"Hrvatska",4.81734611086447,NA
"1669","M",19989.6,8353,3.776,"Ride",120.5,"United Kingdom",2.39310427391356,"GBR"
"1670","F",5420.1,3225,2.344,"Run",168.5,"United States",1.6806511627907,"USA"
"1671","F",5225.5,2047,2.604,"Run",145.6,"Canada",2.55276013678554,"CAN"
"1672","M",27581.6,3409,8.127,"Ride",147.8,"United Kingdom",8.09081842182458,"GBR"
"1673","M",4525.3,1354,3.342,"Run",149.9,"Bahrain",3.34217134416544,"BHR"
"1674","F",4695.3,4962,0.968,"Run",132.1,"Colombia",0.946251511487304,"COL"
"1675","M",3359.3,1014,3.659,"Run",182.5,"South Africa",3.3129191321499,"ZAF"
"1676","M",8938,2619,3.662,"Run",150.7,"United States",3.41275295914471,"USA"
"1677","M",21040,2570,8.187,"Ride",135.3,"Italia",8.18677042801556,NA
"1678","M",39191.8,10706,5.052,"Ride",137.4,"Spain",3.66073229964506,"ESP"
"1679","M",26026.3,3743,6.953,"Ride",120.8,"United States",6.95332620892332,"USA"
"1680","M",33599.6,3985,8.432,"Ride",142.8,"United Kingdom",8.43151819322459,"GBR"
"1681","F",16166.7,5847,2.789,"Run",168.1,"United States",2.76495638789123,"USA"
"1682","M",8713.8,2342,4.459,"Ride",140,"Bulgaria",3.72066609735269,"BGR"
"1683","M",140091,13317,10.628,"Ride",152.4,"United States",10.5197116467673,"USA"
"1684","M",53646,6120,8.984,"Ride",146.9,"Australia",8.7656862745098,"AUS"
"1685","M",23387.2,2753,8.495,"Ride",141.3,"Thailand",8.49516890664729,"THA"
"1686","F",30820.5,10138,4.974,"Ride",98.5,"Brazil",3.04009666600907,"BRA"
"1687","M",7266.4,1522,4.828,"Ride",127.8,"Israel",4.7742444152431,"ISR"
"1688","M",2.4,7,0.343,"Ride",80,"United States",0.342857142857143,"USA"
"1689","F",65338.9,9011,7.431,"Ride",113.8,"United States",7.25101542559094,"USA"
"1690","M",30098.9,5135,6.124,"Ride",144.8,"Italy",5.86151898734177,"ITA"
"1691","M",33972.9,4104,8.316,"Ride",108.2,"Canada",8.27799707602339,"CAN"
"1692","F",45033,7069,7.364,"Ride",143.6,"The Netherlands",6.37049087565426,"NLD"
"1693","M",7093.6,3378,2.241,"Run",117.9,"Finland",2.09994079336886,"FIN"
"1694","F",3879,4327,1.738,"Run",114.6,"United States",0.896464062861105,"USA"
"1695","M",61504,8974,7.525,"Ride",113.7,"Spain",6.85357700022287,"ESP"
"1696","M",9939.8,3761,2.76,"Run",135.1,"United States",2.64286094123903,"USA"
"1697","M",12013.3,3303,3.646,"Run",161.4,"Singapour",3.63708749621556,NA
"1698","M",43695.8,6124,7.9,"Ride",112.3,"Brazil",7.135173089484,"BRA"
"1699","F",1067.6,353,3.024,"Run",169.6,"United Kingdom",3.02436260623229,"GBR"
"1700","",83013.6,8886,9.418,"Ride",132.9,"Italy",9.34206617150574,"ITA"
"1701","F",10004.3,1415,7.208,"Ride",163.2,"United States",7.07017667844523,"USA"
"1702","M",8450.8,6440,1.758,"Run",96.5,"United States",1.31223602484472,"USA"
"1703","F",4331.6,1722,2.724,"Run",152.6,"Canada",2.51544715447154,"CAN"
"1704","M",107411,18260,7.126,"Ride",136.6,"United Kingdom",5.88231106243154,"GBR"
"1705","M",80646.1,9600,8.568,"Ride",139.5,"Italia",8.40063541666667,NA
"1706","F",57611.6,9803,8.605,"Ride",160.4,"Australia",5.8769356319494,"AUS"
"1707","F",20527.9,4909,4.215,"Ride",161.6,"Nederland",4.18168669790181,NA
"1708","F",104759,16608,7.465,"Ride",142.2,"Australia",6.30774325626204,"AUS"
"1709","M",11640.1,2605,4.468,"Ride",127.8,"United Kingdom",4.46836852207294,"GBR"
"1710","M",21460.4,3605,5.953,"Ride",124.5,"France",5.95295423023578,"FRA"
"1711","F",11864.6,2320,6.154,"Ride",143.6,"Germany",5.11405172413793,"DEU"
"1712","M",25543,4390,6.259,"Ride",124.9,"Ireland",5.81845102505695,"IRL"
"1713","M",74449.8,9408,8.506,"Ride",148.8,"France",7.91345663265306,"FRA"
"1714","M",16742.8,4794,3.584,"Ride",145.9,"United Kingdom",3.4924488944514,"GBR"
"1715","M",8838,3763,2.498,"Run",126.1,"Poland",2.34865798564975,"POL"
"1716","M",12689.9,4591,3.254,"Run",143.6,"United States",2.76408189936833,"USA"
"1717","F",57647,8033,7.228,"Ride",158.9,"United States",7.17627287439313,"USA"
"1718","M",29875.3,4808,6.62,"Ride",122.5,"United Kingdom",6.21366472545757,"GBR"
"1719","M",56540.3,10244,7.631,"Ride",147,"Australia",5.51935767278407,"AUS"
"1720","M",42529.8,5695,7.468,"Ride",156,"Thailand",7.46791922739245,"THA"
"1721","F",37551.8,10052,6.753,"Ride",167.8,"Australia",3.73575407879029,"AUS"
"1722","M",16643,2415,6.892,"Ride",144.7,"Iceland",6.89151138716356,"ISL"
"1723","M",48300.8,12468,4.182,"Ride",139.4,"Portugal",3.87398139236445,"PRT"
"1724","",46970,8308,5.78,"Ride",121.5,"United States",5.65358690418873,"USA"
"1725","F",10007,2833,3.565,"Run",166.9,"Australia",3.53229791740205,"AUS"
"1726","F",16600,3473,4.78,"Run",128.6,"United Kingdom",4.7797293406277,"GBR"
"1727","M",14338.5,7016,2.605,"Run",142.9,"España",2.0436858608894,NA
"1728","F",5473.2,1793,3.053,"Run",158.3,"Netherlands",3.05253764640268,"NLD"
"1729","M",6306.5,1913,3.337,"Run",161.7,"United Kingdom",3.29665446941976,"GBR"
"1730","M",16920.5,2443,6.926,"Ride",136.7,"United States",6.92611543184609,"USA"
"1731","M",212090,37141,7.238,"Ride",135.1,"Kingdom of Norway",5.71040090466062,"NOR"
"1732","",20341.3,5240,3.944,"Run",157.1,"Switzerland",3.88192748091603,"CHE"
"1733","F",7590,1568,6.454,"Ride",116.1,"United Kingdom",4.8405612244898,"GBR"
"1734","M",6417.8,2161,3.137,"Run",156.2,"Canada",2.96982878297085,"CAN"
"1735","M",82920.3,12747,8.423,"Ride",132.5,"Australia",6.50508354907037,"AUS"
"1736","F",13422.2,2488,5.441,"Ride",53,"United Kingdom",5.39477491961415,"GBR"
"1737","M",9314.1,3651,2.551,"Run",138.4,"South Africa",2.55110928512736,"ZAF"
"1738","M",55976.9,10913,6.016,"Ride",135.6,"Spain",5.12937780628608,"ESP"
"1739","M",86378.1,20557,6.952,"Ride",119.1,"United States",4.20188257041397,"USA"
"1740","M",34906.6,8403,5.275,"Ride",142.7,"Italy",4.15406402475306,"ITA"
"1741","F",5021.1,1344,3.736,"Run",172.5,"Australia",3.7359375,"AUS"
"1743","M",12824.6,2137,6.339,"Ride",101.4,"Sweden",6.00121665886757,"SWE"
"1744","F",7449.9,2929,2.543,"Run",142.1,"Deutschland",2.54349607374531,NA
"1745","M",29763.7,5443,5.984,"Ride",150.6,"Italia",5.46825280176373,NA
"1746","F",29328.8,4779,7.497,"Ride",155.1,"Thailand",6.13701611215735,"THA"
"1747","F",5143.8,2217,2.337,"Run",154.4,"United Kingdom",2.32016238159675,"GBR"
"1748","F",121552,21079,6.719,"Ride",108.9,"United States",5.76649746192893,"USA"
"1749","F",54665,12545,4.851,"Ride",149.9,"South Africa",4.35751295336788,"ZAF"
"1750","M",70735.1,10386,6.836,"Ride",150.1,"Ireland",6.81062006547275,"IRL"
"1751","M",66454.1,10868,6.302,"Ride",118.8,"Monaco",6.11465771071034,"MCO"
"1752","F",65936.1,17955,4.965,"Ride",153.4,"United States",3.67229741019215,"USA"
"1753","M",32488.1,4003,8.258,"Ride",128.5,"United Kingdom",8.11593804646515,"GBR"
"1754","M",102534,9854,10.405,"Ride",146.7,"Danmark",10.4053176375076,NA
"1755","M",35406,3576,10.056,"Ride",148.4,"United States",9.9010067114094,"USA"
"1756","",9673.4,10174,1.007,"Run",120.7,"Norge",0.950796147041478,NA
"1757","M",11191.7,3939,2.848,"Run",159.1,"United Kingdom",2.84125412541254,"GBR"
"1758","M",87546.7,12784,8.254,"Ride",129.8,"United States",6.84814612015019,"USA"
"1759","M",19225.1,5808,3.591,"Ride",116.6,"France",3.31010674931129,"FRA"
"1760","M",49093.2,5926,8.469,"Ride",151.6,"United States",8.28437394532568,"USA"
"1761","M",2196.6,2003,1.111,"Hike",67.8,"Netherlands",1.09665501747379,"NLD"
"1762","M",6631.8,2374,2.794,"Run",148.7,"United States",2.79351305812974,"USA"
"1763","M",10297.3,3686,2.827,"Run",142.6,"United States",2.7936245252306,"USA"
"1764","M",7263.3,2220,3.272,"Run",149,"United Kingdom",3.27175675675676,"GBR"
"1765","M",100029,11754,8.607,"Ride",131.5,"España",8.51020929045431,NA
"1766","M",16360.4,4897,3.386,"Run",147.5,"United States",3.34090259342455,"USA"
"1767","F",77983.7,14185,6.272,"Ride",147.1,"South Africa",5.49761720126895,"ZAF"
"1768","F",42398,17397,2.437,"Run",172.6,"Germany",2.4370868540553,"DEU"
"1769","M",20607.5,4787,4.65,"Ride",111.5,"El Salvador",4.30488823898057,"SLV"
"1770","M",21332.1,2721,7.84,"Ride",139.2,"United Kingdom",7.83980154355016,"GBR"
"1771","M",48472.1,6884,7.041,"Ride",139,"Australia",7.04126961069146,"AUS"
"1772","F",3602,660,6.771,"Ride",109.8,"United Kingdom",5.45757575757576,"GBR"
"1773","F",64684.9,9296,7.101,"Ride",111.1,"United States",6.95835843373494,"USA"
"1774","M",50147.3,12740,6.882,"Ride",130.6,"United Kingdom",3.93620879120879,"GBR"
"1775","M",25138.2,3726,6.747,"Ride",142.1,"Ireland",6.74669887278583,"IRL"
"1776","M",49275,8049,7.152,"Ride",134.2,"France",6.12187849422288,"FRA"
"1777","F",36364.1,5642,6.546,"Ride",127.2,"The Netherlands",6.44524991137894,"NLD"
"1778","",6601.6,2054,3.336,"Run",161.4,"United States",3.21402142161636,"USA"
"1779","M",2858.2,2134,1.5,"Run",91,"United States",1.33936269915651,"USA"
"1780","M",50000.7,6294,7.968,"Ride",125.6,"Spain",7.94418493803622,"ESP"
"1781","M",38100.5,4793,8.021,"Ride",154.8,"France",7.9491967452535,"FRA"
"1782","F",54916.3,9246,6.433,"Ride",145.3,"België",5.93946571490374,NA
"1783","M",9692.8,5437,1.896,"Run",141.7,"Spain",1.78274783888174,"ESP"
"1784","M",10613,3533,3.022,"Run",149.5,"United States",3.00396263798472,"USA"
"1785","M",37207.6,11273,7.739,"Ride",126.1,"Italy",3.3005943404595,"ITA"
"1786","M",57242.9,5061,11.43,"Ride",161.5,"United States",11.3105907923335,"USA"
"1787","M",30131.2,4431,6.84,"Ride",143.7,"United Kingdom",6.80009027307606,"GBR"
"1788","M",12881.3,2335,6.102,"Ride",135.3,"Panama",5.51661670235546,"PAN"
"1789","F",8458.3,3480,2.435,"Run",148.5,"Deutschland",2.43054597701149,NA
"1790","M",48829,8554,5.892,"Ride",134.5,"República Federativa do Brasil",5.70832359130231,NA
"1791","F",1280,666,1.922,"Run",154.5,"Colombia",1.92192192192192,"COL"
"1792","M",4746.2,707,7.705,"Ride",124.2,"United States",6.71315417256011,"USA"
"1793","M",10630.4,8942,1.821,"Run",121.7,"United States",1.18881681950347,"USA"
"1794","M",32158.5,4802,6.797,"Ride",123.8,"United States",6.69689712619742,"USA"
"1795","M",26830.8,4795,6.964,"Ride",122.6,"Norge",5.5955787278415,NA
"1796","M",8486.2,1696,5.609,"Ride",123.3,"France",5.00365566037736,"FRA"
"1797","M",11767.9,9367,1.387,"Run",119.9,"Deutschland",1.25631472189602,NA
"1798","M",6837.1,2622,2.681,"Run",151.1,"Switzerland",2.60758962623951,"CHE"
"1799","M",51354.2,19584,4.704,"Ride",143.9,"United Kingdom",2.62225285947712,"GBR"
"1800","F",22881,5126,5.337,"Ride",146.4,"Portugal",4.46371439719079,"PRT"
"1801","M",76365,8115,9.614,"Ride",143.7,"Nederland",9.41035120147874,NA
"1802","M",120692,15500,7.869,"Ride",124.5,"United States",7.78658064516129,"USA"
"1803","M",30143.3,3602,8.368,"Ride",122.6,"España",8.36848972792893,NA
"1804","M",6523.1,3084,2.533,"Run",145.4,"Australia",2.11514267185473,"AUS"
"1805","M",54122.9,15132,6.314,"Ride",120.9,"New Zealand",3.57671821305842,"NZL"
"1806","M",33359,8231,5.945,"Ride",136,"Australia",4.05284898554246,"AUS"
"1807","F",14904.3,4400,3.387,"Ride",147.9,"United States",3.38734090909091,"USA"
